"SITECODE","Visit_No","Region","Latitude","Longitude","COMID","NHDPlus_Region","ElevCat","ElevWs","AgKffactCat","KffactCat","AgKffactWs","KffactWs","Al2O3Cat","CaOCat","Fe2O3Cat","K2OCat","MgOCat","Na2OCat","P2O5Cat","SCat","SiO2Cat","Al2O3Ws","CaOWs","Fe2O3Ws","K2OWs","MgOWs","Na2OWs","P2O5Ws","SWs","SiO2Ws","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2008","MWST_2009","MWST_2013","MWST_2014","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","ClayCat","SandCat","ClayWs","SandWs","OmCat","PermCat","RckDepCat","WtDepCat","OmWs","PermWs","RckDepWs","WtDepWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","WetIndexCat","WetIndexWs","CatAreaSqKmRp100","WsAreaSqKmRp100","CatPctFullRp100","WsPctFullRp100","urb","urbRip","forr","forrRip","ag","agRip","wet","wetRip","urbWs","urbRipWs","forrWs","forrWsRip","agWs","agRipWs","wetWS","wetRipWS"
"AZAW0099",1,"ASW",31.83688,-110.56861,15895658,"15",1398.87701745,1639.02656844,0.000586009882643607,0.32947112415071,0.000163141604333,0.22160755739,9.64676547892217,4.16240774134497,4.00860944712786,1.93935501803582,1.49530334800803,1.11433063705991,0.132212538623379,0.953637546247684,65.3749274706609,9.92214950116069,5.94119893863382,4.13736870180982,1.95753707776202,2.16231705614307,1.43963404594188,0.142798569983664,0.677789860811624,61.2177088016938,0.0546580672801112,0.0428752679369788,0.59013793736643,2.14227082982762,87.8824919456455,98.0685652127934,15.138732597,15.5233801289,15.239869571,15.5470115368,21.0658314142,21.687933776,21.3613473492,21.1891408394,7.08304118165,7.75062877646,6.61955075805,8.20535006505,399.643762549413,24.7182877626621,16.3326679331377,7.94094448556207,460.658455515,23.2250346058,15.5451562479,7.85945690695,23.0080767449043,40.2254285052502,20.866222379847,33.2340723067664,0.19395460160593,6.20772699197035,101.296820568252,182.88,0.464577637348465,3.54482847562548,55.5519267474852,182.88,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3728828131717,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6271171868283,0,0,711.093962322421,646.390637090534,2.6973,7.2891,100,100,0,0,1.00370599135269,0.0333667000333667,0,0,3.35083384805435,12.9129129129129,0,0,34.4273923136446,25.941474256081,0,0,0.932851861404866,4.77836769971602
"AZAW0008",1,"ASW",35.05045,-112.05359,20449620,"15",2055.22414122,2055.22414122,0,0.303972448239749,0,0.30397244824,13.9064024876339,9.1372880207041,7.95743375940546,1.81563901065818,4.71205438483848,3.00224035845485,0.324487029388544,0.0415422864541207,52.3370906779183,13.9064024876339,9.1372880207041,7.95743375940546,1.81563901065818,4.71205438483848,3.00224035845485,0.324487029388544,0.0415422864541207,52.3370906779183,0.0172073987786595,0.0172073987786595,5.28028573128978,5.28028573128978,112.613716078708,112.613716078708,12.2699902276,12.5423079049,12.3500434667,12.9799022547,18.9402146104,19.0764929544,18.7354631037,18.4490526551,4.13839494831,5.16833887421,3.94287036569,6.44197358107,622.648500954644,18.2001291935874,9.73671367981149,1.26942261025135,622.648500955,18.2001291936,9.73671367981,1.26942261025,39.7750914752822,28.1942576013148,39.7750914752822,28.1942576013148,0.795570035384483,1.41254184507591,145.841876216427,182.88,0.795570035384483,1.41254184507591,145.841876216427,182.88,5.56674454201241,0,0,94.4332554579876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56674454201241,0,0,94.4332554579876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.789454604044,719.789454604044,2.9142,2.9142,100,100,0,0,87.811165713365,84.2186534898085,0,0,0,0,0,0,87.811165713365,84.2186534898085,0,0,0,0
"NMAW1284",1,"ASW",35.10028,-108.75167,20573275,"15",2001.30637578,2241.43452679,0,0.22479964381122,5.46467321958e-06,0.233867747868,9.69349737613535,15.5893673136687,6.09379977248442,1.08298273343277,6.24421681852182,1.70005399616207,0.220969475251558,0.658605799474622,41.2680358657613,7.85412163370722,9.31259579805637,3.69815267692104,1.42480332180524,3.801001576174,0.895371301505101,0.162799895211001,0.697586182679213,52.1581320461006,0.0235696639791184,0.0679435670962339,0.275666354313446,0.181952286631261,109.252647474622,83.0538991648119,12.091210914,12.0844052449,12.0742953511,12.4549449502,21.3896535424,21.4528777186,21.3871091477,21.24629628,2.74695131236,3.98731451056,2.01555373786,4.12276616951,326.260375242654,19.4954651750223,9.9397104824577,0.379538545705254,390.629590967,17.449293927,8.77855991341,0.102876721786,31.1769902048086,40.9875957257346,31.158123016746,38.1182384348683,0.42,4.0339715048976,120.778895814782,182.88,0.378245061114582,4.07588242592772,118.171420423446,181.861406708964,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19491547796091,75.1432166773731,0,0.972289442884925,10.5170320048575,0,0,0,0,0,0,0,8.17254639692359,0,0,0,0,0,836.483971504898,790.42219308512,0.4824,283.5801,100,100,2.27070347284061,1.86567164179104,30.0089047195013,36.3805970149254,0,0,0,0,0.413634403681835,0.435749899234819,51.8062020961114,33.4905375941401,0,0,0.00972377440843372,0.0218985746884214
"NVAW1231",1,"ASW",36.22864,-115.07428,22069824,"15",564.581899441,1248.45171545,0,0.4,0,0.304329335863,10.7244758605866,2.10254096984916,19.2080898284916,1.8947860002514,1.06649696826816,1.28773903846648,0.124117001891061,0.0569970011712291,47.7634277343575,6.54482818830361,13.075195918482,9.68617395711575,1.38266641499051,5.55289783067932,0.74073983303074,0.108990477086148,0.072538011782315,36.4870531126376,0.640654981136872,0.310137091204554,122.080253601117,55.5284251423909,1.99411797523464,62.7106138369639,NA,NA,NA,NA,NA,23.6243603638,23.6243603638,23.6243603638,7.56288545911,8.05348176632,7.53493494876,8.60750971857,112.695476212291,27.7271393610894,20.0964324141341,12.4560964253911,192.205265406,22.7979812676,16.0991671218,9.39507920334,21.2,28.7918715083799,12.0247287286528,45.4459161290323,0.09,5.83,152.4,181.05,0.150511499051233,11.1860488804554,101.467940265655,182.679919924099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,45.9096774193548,7.09146110056926,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9988614800759,0,0,1001.91620111732,736.677070208729,0.2034,21.8718,100,100,36.3128491620112,31.858407079646,0,0,0,0,0,0,8.82277039848197,15.5378158176282,0.696774193548387,0.34565056373961,0,0,0,0
"WYWM1523",1,"WM",43.13794,-110.28984,24433535,"17",2214.05262391,2281.33463988,0,0.15,0,0.15,10.7365761590267,0.730996003370711,3.50644801245795,2.11327166844584,0.945010857054272,0.701553625144651,0.116234992004934,0.0802683345915003,70.3691837484862,10.6606026443515,0.725469394121948,3.04932998637933,2.10413499646586,0.939656374525734,0.682001919799326,0.114732451256043,0.0816245864548889,71.125159649023,0.0642932466419601,0.056311142959337,10.8611931626486,6.05105163395215,76.823889414667,79.5947868542064,7.66402090487,7.66402090487,7.68750678956,7.72940294142,13.2306725571,13.045645875,13.4441580045,13.1682435276,1.68917796699,1.71694329734,1.65146256407,1.76370493091,485.731864527,10.2454838973,2.05901717161,-6.13253843386,486.213302815,9.93153288796,1.95379688921,-6.02961733627,14.23,43.74,14.23,43.74,0.74,11.02,97.79,168.44,0.74,11.02,97.79,168.44,0,94.6400538237273,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35994617627271,0,0,0,96.7014664662631,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29853353373685,0,0,675.3730657098,662.195677783645,1.0575,3.2661,100,100,2.08566943260821,6.46808510638298,33.2810047095761,18.3829787234043,0,0,0.885848845032518,6.72340425531915,0.755575415363367,2.09424083769634,56.8550188893854,36.3736566547258,0,0,1.25523012552301,6.64094791953706
"AZAW0082",1,"ASW",32.33611,-111.04139,945050134,"15",704.574732479,1187.01330061,0,0.298840994724943,1.53797569588e-05,0.24994516604,10.3778257556895,1.05492334996534,19.5256202657121,1.91827006328561,0.880609607282592,1.20362917076112,0.128042787335946,0.0434566133549359,47.381406155991,11.7434998310824,3.78969980174468,6.66477362211732,2.56134692892912,1.46059390763396,2.02048048995121,0.135041419153061,0.360846618061166,63.1337521746976,0.404796715553881,0.12973701425806,205.961873691032,32.1068991644349,1.29183563021854,106.030798699214,16.6786679843,16.7087141207,16.6810769712,16.7104514166,24.2759782141,24.2707698223,24.2765923845,24.2759782141,5.94820977688,6.13120160851,5.75453056037,6.67146801013,292.591324655614,29.2818384510927,20.952453908214,12.6177687696006,448.679513268,25.4622630476,18.1024440951,10.7376877374,18.0908816880181,52.4244446119066,24.2018900285858,42.6209132704746,0.326043707611153,11.1876865109269,152.4,182.88,0.632095078341064,3.52478787555658,117.537841885162,182.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,34.5255720927816,0,45.7130123680588,0,0,0,0,0,0,0,0,0,0,0,19.7614155391596,0,0,891.769404672193,752.319670640796,0.8991,142.6482,100,100,81.9894498869631,42.9429429429429,0,0,0.0150715900527506,0,0,0,9.99738885904077,6.86317808426605,8.49468407245027,7.43984151219574,0.00560506698055042,0.00126184557533849,0.0120303876655716,0.0473192090751934
"NVAW1245",1,"ASW",36.07959,-115.47266,22070076,"15",1312.12286123,1564.60033391,0,0.294620886981402,0,0.308928069902,8.01622397535765,3.84036669302575,9.61482149763949,1.69337987571531,1.35603512557225,0.760226762718169,0.117194647121245,0.197182916221388,59.032227806867,5.47278957044781,9.15696997099391,5.0570827260415,1.28616443845062,5.4998043663286,0.479779713693244,0.0971115672782025,0.114610278203776,51.1651387803089,0.299284463636266,0.155194978259479,53.784288629113,23.627033061008,46.0343012349785,80.124472510376,14.3653181705,14.3502661379,14.3648662914,15.2287972161,20.9343738457,20.9433518896,20.9160532282,20.4091166836,5.94064234911,6.91554547852,5.92894755714,7.88157904532,291.348038221745,22.4551905992132,15.7189303788269,8.97609447496423,328.820597691,20.7113443629,14.1084397531,7.49848911629,13.7723640915594,48.7758834048641,15.6821048525511,42.0743875799657,0.237317596566524,8.94162374821173,104.652861230329,181.919098712446,0.323390544546731,6.2742253081604,67.8503994382899,182.460795755968,0,53.6480686695279,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3519313304721,0,0,25.5890154470276,54.1894211265408,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2215634264316,0,0,684.030758226037,588.885629583398,0.5544,1.0467,100,100,0,0,1.1444921316166,0,0,0,0.214592274678112,0.974025974025974,0,0,5.42986425339367,3.43938091143594,0,0,0.280855047589327,1.54772141014617
"NVAW1236",1,"ASW",36.12346,-115.48619,22069988,"15",1351.44699172,1669.66967536,0,0.263569457221711,0,0.307745479972,9.89129132902484,5.53668997589696,15.7302966517019,1.84883308542318,1.6129779650644,1.10201809131095,0.122952942178473,0.317647838954922,46.4337538109476,5.63287547638598,8.97493011098791,4.79848503596044,1.33674331415443,4.93034658942164,0.471452080301668,0.0999237848306862,0.180864513347318,52.6571059974029,0.533533381306348,0.146036993203476,97.2228421071757,21.3925250304665,12.2360433706532,78.1149496221157,14.5479498135,14.3540263695,14.4120136997,15.2418724714,21.0630496225,21.0526157938,21.0724351469,20.89306181,5.64390608583,6.8409465738,5.63499129022,7.80018412478,263.451667975161,22.0900183285649,15.4176674064857,8.74082369351426,314.540751715,19.7964040323,13.2492156032,6.69900015557,12.590027598896,52.5782520699172,15.9668594545999,40.9323753870742,0.184774609015639,10.5976724931003,128.43730450782,181.568169273229,0.336275097392868,5.87771051842973,62.6239286784537,182.53750374588,0,26.1269549218031,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8730450781969,0,0,19.378683448207,64.5789631405454,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0423534112476,0,0,640.741950321987,538.247128159025,0.5427,1.6191,100,100,0,0,6.62373505059798,11.1111111111111,0,0,0.321987120515179,1.16086235489221,0,0,14.9435620817101,19.0661478599222,0,0,0.279692338427729,1.22290161200667
"CAWM0522",1,"WM",40.42882,-123.27405,8236278,"18",1141.88380483,1141.88380483,0,0.330635781172992,0,0.330635781172992,10.4100267735338,5.38416562143913,4.80812800300641,1.78879274899951,2.61099244433218,1.39483127340069,0.154989443576146,0.0460468921434204,62.7179793992114,10.4100267735338,5.38416562143913,4.80812800300641,1.78879274899951,2.61099244433218,1.39483127340069,0.154989443576146,0.0460468921434204,62.7179793992114,0.0418167330871858,0.0418167330871858,0.109993418230163,0.109993418230163,128.681188167077,128.681188167077,11.383567387,11.3448096089,11.8851868407,13.1125828411,16.8397474957,16.8856269552,16.7855251799,17.6575806287,4.87077580207,5.14242082586,5.19913774607,7.2278799535,1576.45038717,17.9233648461,11.0735593963,4.21685414787,1576.45038717,17.9233648461,11.0735593963,4.21685414787,28.9827895515032,29.8087777230163,28.9827895515032,29.8087777230163,1.60558403154263,3.08506160670281,106.512094627896,178.328634795466,1.60558403154263,3.08506160670281,106.512094627896,178.328634795466,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.333169048792,613.333169048792,0.4122,0.4122,100,100,8.23065549531789,5.89519650655022,71.1680630852637,77.0742358078603,0,0,0,0,8.23065549531789,5.89519650655022,71.1680630852637,77.0742358078603,0,0,0,0
"NMAW1299",1,"ASW",32.02314,-104.05446,20758520,"13",908.771337833,1270.73920611,0,0.34333491926611,4.9507526709619e-05,0.290349159036753,3.25044318888459,23.3736865499123,2.65091627159297,1.0148173141604,9.92527527003479,0.315648055642452,0.070455915003717,5.84833548687145,19.3581558410003,4.65564380123872,19.7766854946576,3.76805204650935,1.0389316410689,1.87149142883069,0.431757244288005,0.0765185031763795,19.4395971983926,34.4863529022973,0.0933201207749264,0.142661449910636,0.734719395474144,11.2381828890075,55.9583602060721,72.8579925762762,16.3693711109,16.3714702689,16.36568866,16.3709917783,25.1319206033,25.4457818376,25.4410216098,25.4411609686,7.39846329824,7.96956159851,7.24078451264,7.34340959029,311.602793586,26.6660608954,17.9878014663,9.30386239748,358.664173324,24.1938370949,16.3837921045,8.56866309326,26.0334163965625,23.8118142079753,24.0902971763524,28.4655038410861,0.592901959618187,3.28426150049065,121.699405869934,182.88,1.02292332739908,3.07195926660116,79.1109818941778,182.88,0,90.9720776710577,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02792232894228,0,0,50.995288891571,42.4033868553384,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60132425309056,0,0,881.74533884445,801.367393427188,2.1987,196.1271,100,100,2.08451039281572,1.39173147769136,0,0,0,0,0,0,0.508369400229062,0.274872773828808,0.496693303036704,0.974674076147559,0.00804644900147504,0.0454297238882337,0.0267631890701235,0.223477530642119
